,dry_season_type,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
COL.11_1,COL,Colombia,COL.11_1,Cesar,Department,2.0
VEN.14_1,VEN,Venezuela,VEN.14_1,Lara,State,2.5
VEN.7_1,VEN,Venezuela,VEN.7_1,Carabobo,State,2.0
VEN.4_1,VEN,Venezuela,VEN.4_1,Aragua,State,2.0
VEN.16_1,VEN,Venezuela,VEN.16_1,Miranda,State,2.0
VEN.20_1,VEN,Venezuela,VEN.20_1,Sucre,State,2.0
TTO.9_1,TTO,Trinidad and Tobago,TTO.9_1,Princes Town,Region,2.0
CIV.4_1,CIV,Côte d'Ivoire,CIV.4_1,Denguélé,District,2.0
CIV.10_1,CIV,Côte d'Ivoire,CIV.10_1,Savanes,District,2.0
GHA.6_1,GHA,Ghana,GHA.6_1,Northern,Region,2.0
BEN.4_1,BEN,Benin,BEN.4_1,Borgou,Department,2.0
NGA.2_1,NGA,Nigeria,NGA.2_1,Adamawa,State,2.0
TCD.16_1,TCD,Chad,TCD.16_1,Moyen-Chari,Region,2.0
SSD.9_1,SSD,South Sudan,SSD.9_1,West Bahr-al-Ghazal,State,2.0
ETH.8_1,ETH,Ethiopia,ETH.8_1,Oromia,State,2.4716981132075473
THA.51_1,THA,Thailand,THA.51_1,Ranong,Province,2.0
VNM.33_1,VNM,Vietnam,VNM.33_1,Kiên Giang,Province,2.0
VNM.18_1,VNM,Vietnam,VNM.18_1,Đồng Tháp,Province,2.0
VNM.6_1,VNM,Vietnam,VNM.6_1,Bến Tre,Province,2.0
VNM.58_1,VNM,Vietnam,VNM.58_1,Tiền Giang,Province,2.0
PHL.59_1,PHL,Philippines,PHL.59_1,Palawan,Province,2.0
PHL.52_1,PHL,Philippines,PHL.52_1,Negros Oriental,Province,2.0
CRI.7_1,CRI,Costa Rica,CRI.7_1,San José,Province,2.0
CRI.2_1,CRI,Costa Rica,CRI.2_1,Cartago,Province,2.0
VEN.22_1,VEN,Venezuela,VEN.22_1,Trujillo,State,2.3333333333333335
VEN.19_1,VEN,Venezuela,VEN.19_1,Portuguesa,State,2.0
VEN.8_1,VEN,Venezuela,VEN.8_1,Cojedes,State,2.0
VEN.13_1,VEN,Venezuela,VEN.13_1,Guárico,State,2.0
VEN.2_1,VEN,Venezuela,VEN.2_1,Anzoátegui,State,2.0
VEN.17_1,VEN,Venezuela,VEN.17_1,Monagas,State,2.2222222222222223
VEN.9_1,VEN,Venezuela,VEN.9_1,Delta Amacuro,State,1.8666666666666667
SLE.2_1,SLE,Sierra Leone,SLE.2_1,Northern,Province,2.0
CIV.14_1,CIV,Côte d'Ivoire,CIV.14_1,Zanzan,District,2.0
TGO.2_1,TGO,Togo,TGO.2_1,Kara,Region,2.0
BEN.6_1,BEN,Benin,BEN.6_1,Donga,Department,2.0
NGA.24_1,NGA,Nigeria,NGA.24_1,Kwara,State,2.0
NGA.32_1,NGA,Nigeria,NGA.32_1,Plateau,State,2.0
CMR.7_1,CMR,Cameroon,CMR.7_1,Nord,Region,2.0
TCD.15_1,TCD,Chad,TCD.15_1,Mayo-Kebbi Ouest,Region,2.0
TCD.20_1,TCD,Chad,TCD.20_1,Tandjilé,Region,2.0
SSD.5_1,SSD,South Sudan,SSD.5_1,North Bahr-al-Ghazal,State,2.0
SSD.6_1,SSD,South Sudan,SSD.6_1,Unity,State,2.0
ETH.5_1,ETH,Ethiopia,ETH.5_1,Dire Dawa,City,3.0
SOM.17_1,SOM,Somalia,SOM.17_1,Togdheer,Region,1.0
SOM.16_1,SOM,Somalia,SOM.16_1,Sool,Region,1.0
LKA.9_1,LKA,Sri Lanka,LKA.9_1,Jaffna,District,0.0
VNM.24_1,VNM,Vietnam,VNM.24_1,Hậu Giang,Province,2.0
VNM.59_1,VNM,Vietnam,VNM.59_1,Trà Vinh,Province,2.0
PHL.15_1,PHL,Philippines,PHL.15_1,Bohol,Province,2.0
PAN.1_1,PAN,Panama,PAN.1_1,Bocas del Toro,Province,2.0
PAN.4_1,PAN,Panama,PAN.4_1,Colón,Province,2.0
PAN.12_1,PAN,Panama,PAN.12_1,Panamá,Province,2.0
PAN.8_1,PAN,Panama,PAN.8_1,Kuna Yala,Indigenous Territory,2.0
COL.13_1,COL,Colombia,COL.13_1,Córdoba,Department,2.0
COL.28_1,COL,Colombia,COL.28_1,Sucre,Department,2.0
GIN.8_1,GIN,Guinea,GIN.8_1,Nzérékoré,Region,2.0
CIV.11_1,CIV,Côte d'Ivoire,CIV.11_1,Vallée du Bandama,District,2.0
NGA.26_1,NGA,Nigeria,NGA.26_1,Nassarawa,State,2.0
NGA.35_1,NGA,Nigeria,NGA.35_1,Taraba,State,2.0
TCD.13_1,TCD,Chad,TCD.13_1,Mandoul,Region,2.0
CAF.1_1,CAF,Central African Republic,CAF.1_1,Bamingui-Bangoran,Prefecture,2.0
SSD.3_1,SSD,South Sudan,SSD.3_1,Jungoli,State,2.0
ETH.7_1,ETH,Ethiopia,ETH.7_1,Harari People,State,3.0
LKA.19_1,LKA,Sri Lanka,LKA.19_1,Mullaitivu,District,2.0
THA.67_1,THA,Thailand,THA.67_1,Surat Thani,Province,2.0
VNM.13_1,VNM,Vietnam,VNM.13_1,Cà Mau,Province,2.0
VNM.2_1,VNM,Vietnam,VNM.2_1,Bạc Liêu,Province,2.0
PHL.2_1,PHL,Philippines,PHL.2_1,Agusan del Norte,Province,2.0
PAN.2_1,PAN,Panama,PAN.2_1,Chiriquí,Province,2.0
PAN.10_1,PAN,Panama,PAN.10_1,Ngöbe Buglé,Indigenous Territory,2.0
PAN.13_1,PAN,Panama,PAN.13_1,Veraguas,Province,2.0
PAN.3_1,PAN,Panama,PAN.3_1,Coclé,Province,2.0
PAN.5_1,PAN,Panama,PAN.5_1,Darién,Province,2.0
PAN.6_1,PAN,Panama,PAN.6_1,Emberá,Indigenous Territory,2.0
COL.22_1,COL,Colombia,COL.22_1,Norte de Santander,Department,2.0
VEN.15_1,VEN,Venezuela,VEN.15_1,Mérida,State,2.25
VEN.5_1,VEN,Venezuela,VEN.5_1,Barinas,State,2.0
SLE.1_1,SLE,Sierra Leone,SLE.1_1,Eastern,Province,2.0
CIV.12_1,CIV,Côte d'Ivoire,CIV.12_1,Woroba,District,2.0
GHA.9_1,GHA,Ghana,GHA.9_1,Volta,Region,2.142857142857143
TGO.1_1,TGO,Togo,TGO.1_1,Centre,Region,2.0
BEN.5_1,BEN,Benin,BEN.5_1,Collines,Department,2.0
NGA.31_1,NGA,Nigeria,NGA.31_1,Oyo,State,2.0
NGA.15_1,NGA,Nigeria,NGA.15_1,Federal Capital Territory,State,2.0
TCD.11_1,TCD,Chad,TCD.11_1,Logone Occidental,Region,2.0
TCD.12_1,TCD,Chad,TCD.12_1,Logone Oriental,Region,2.0
CAF.5_1,CAF,Central African Republic,CAF.5_1,Haute-Kotto,Prefecture,2.0
SSD.8_1,SSD,South Sudan,SSD.8_1,Warap,State,2.0
SOM.12_1,SOM,Somalia,SOM.12_1,Nugaal,Region,1.0
LKA.25_1,LKA,Sri Lanka,LKA.25_1,Vavuniya,District,3.0
LKA.2_1,LKA,Sri Lanka,LKA.2_1,Anuradhapura,District,3.0
THA.31_1,THA,Thailand,THA.31_1,Nakhon Si Thammarat,Province,2.0
PHL.3_1,PHL,Philippines,PHL.3_1,Agusan del Sur,Province,2.0
COL.12_1,COL,Colombia,COL.12_1,Chocó,Department,2.0
COL.2_1,COL,Colombia,COL.2_1,Antioquia,Department,2.0
VEN.21_1,VEN,Venezuela,VEN.21_1,Táchira,State,2.0
VEN.6_1,VEN,Venezuela,VEN.6_1,Bolívar,State,2.0
GUY.1_1,GUY,Guyana,GUY.1_1,Barima-Waini,Region,2.0
SLE.3_1,SLE,Sierra Leone,SLE.3_1,Southern,Province,2.0
LBR.8_1,LBR,Liberia,LBR.8_1,Lofa,County,2.0
GHA.2_1,GHA,Ghana,GHA.2_1,Brong Ahafo,Region,2.0
TGO.4_1,TGO,Togo,TGO.4_1,Plateaux,Region,2.0
NGA.23_1,NGA,Nigeria,NGA.23_1,Kogi,State,2.0
CAF.10_1,CAF,Central African Republic,CAF.10_1,Nana-Grébizi,Economic Prefecture,2.0
ETH.6_1,ETH,Ethiopia,ETH.6_1,Gambela Peoples,State,2.0
ETH.10_1,ETH,Ethiopia,ETH.10_1,"Southern Nations, Nationalities and Peoples",State,2.0285714285714285
LKA.22_1,LKA,Sri Lanka,LKA.22_1,Puttalam,District,3.0
LKA.24_1,LKA,Sri Lanka,LKA.24_1,Trincomalee,District,2.0
THA.18_1,THA,Thailand,THA.18_1,Krabi,Province,2.0
PHL.79_1,PHL,Philippines,PHL.79_1,Zamboanga del Norte,Province,2.0
PHL.48_1,PHL,Philippines,PHL.48_1,Misamis Occidental,Province,2.0
PHL.41_1,PHL,Philippines,PHL.41_1,Lanao del Norte,Province,2.0
PHL.16_1,PHL,Philippines,PHL.16_1,Bukidnon,Province,2.0
PHL.75_1,PHL,Philippines,PHL.75_1,Surigao del Sur,Province,2.0
PAN.7_1,PAN,Panama,PAN.7_1,Herrera,Province,2.0
PAN.9_1,PAN,Panama,PAN.9_1,Los Santos,Province,2.0
VEN.3_1,VEN,Venezuela,VEN.3_1,Apure,State,2.0
LBR.3_1,LBR,Liberia,LBR.3_1,Gbapolu,County,2.0
CIV.8_1,CIV,Côte d'Ivoire,CIV.8_1,Montagnes,District,2.0
CIV.9_1,CIV,Côte d'Ivoire,CIV.9_1,Sassandra-Marahoué,District,2.0
CIV.6_1,CIV,Côte d'Ivoire,CIV.6_1,Lacs,District,2.0
NGA.28_1,NGA,Nigeria,NGA.28_1,Ogun,State,2.0
NGA.30_1,NGA,Nigeria,NGA.30_1,Osun,State,2.0
NGA.13_1,NGA,Nigeria,NGA.13_1,Ekiti,State,2.0
NGA.7_1,NGA,Nigeria,NGA.7_1,Benue,State,2.0
CMR.1_1,CMR,Cameroon,CMR.1_1,Adamaoua,Region,2.0
CAF.15_1,CAF,Central African Republic,CAF.15_1,Ouham,Prefecture,2.0
CAF.4_1,CAF,Central African Republic,CAF.4_1,Haut-Mbomou,Prefecture,2.0
SSD.4_1,SSD,South Sudan,SSD.4_1,Lakes,State,2.0
LKA.14_1,LKA,Sri Lanka,LKA.14_1,Kurunegala,District,3.0
LKA.16_1,LKA,Sri Lanka,LKA.16_1,Matale,District,3.0
LKA.4_1,LKA,Sri Lanka,LKA.4_1,Batticaloa,District,3.0
THA.70_1,THA,Thailand,THA.70_1,Trang,Province,2.0
THA.64_1,THA,Thailand,THA.64_1,Songkhla,Province,2.0
PHL.80_1,PHL,Philippines,PHL.80_1,Zamboanga del Sur,Province,2.0
PHL.42_1,PHL,Philippines,PHL.42_1,Lanao del Sur,Province,2.0
PHL.26_1,PHL,Philippines,PHL.26_1,Compostela Valley,Province,2.0
PHL.29_1,PHL,Philippines,PHL.29_1,Davao Oriental,Province,2.0
COL.27_1,COL,Colombia,COL.27_1,Santander,Department,2.0
GUY.7_1,GUY,Guyana,GUY.7_1,Pomeroon-Supenaam,Region,2.0
LBR.4_1,LBR,Liberia,LBR.4_1,Grand Cape Mount,County,2.0
LBR.2_1,LBR,Liberia,LBR.2_1,Bong,County,2.0
LBR.12_1,LBR,Liberia,LBR.12_1,Nimba,County,2.0
CIV.3_1,CIV,Côte d'Ivoire,CIV.3_1,Comoé,District,2.142857142857143
GHA.1_1,GHA,Ghana,GHA.1_1,Ashanti,Region,2.0
BEN.7_1,BEN,Benin,BEN.7_1,Kouffo,Department,2.5
BEN.12_1,BEN,Benin,BEN.12_1,Zou,Department,2.0
BEN.11_1,BEN,Benin,BEN.11_1,Plateau,Department,2.0
NGA.29_1,NGA,Nigeria,NGA.29_1,Ondo,State,2.0
NGA.12_1,NGA,Nigeria,NGA.12_1,Edo,State,2.0
CAF.14_1,CAF,Central African Republic,CAF.14_1,Ouham-Pendé,Prefecture,2.0
CAF.13_1,CAF,Central African Republic,CAF.13_1,Ouaka,Prefecture,2.0
SOM.6_1,SOM,Somalia,SOM.6_1,Galguduud,Region,1.0
SOM.11_1,SOM,Somalia,SOM.11_1,Mudug,Region,1.0
LKA.12_1,LKA,Sri Lanka,LKA.12_1,Kegalle,District,2.0
LKA.11_1,LKA,Sri Lanka,LKA.11_1,Kandy,District,2.0
LKA.18_1,LKA,Sri Lanka,LKA.18_1,Moneragala,District,2.0
LKA.1_1,LKA,Sri Lanka,LKA.1_1,Ampara,District,3.0
THA.40_1,THA,Thailand,THA.40_1,Phatthalung,Province,2.0
MYS.13_1,MYS,Malaysia,MYS.13_1,Sabah,State,1.9166666666666667
PHL.44_1,PHL,Philippines,PHL.44_1,Maguindanao,Province,2.0
PHL.53_1,PHL,Philippines,PHL.53_1,North Cotabato,Province,2.0
PHL.28_1,PHL,Philippines,PHL.28_1,Davao del Sur,Province,2.0
COL.6_1,COL,Colombia,COL.6_1,Boyacá,Department,2.25
COL.3_1,COL,Colombia,COL.3_1,Arauca,Intendancy,2.0
GUY.2_1,GUY,Guyana,GUY.2_1,Cuyuni-Mazaruni,Region,2.0
GUY.5_1,GUY,Guyana,GUY.5_1,Essequibo Islands-West Demerara,Region,2.0
LBR.1_1,LBR,Liberia,LBR.1_1,Bomi,County,2.0
LBR.9_1,LBR,Liberia,LBR.9_1,Margibi,County,2.0
CIV.13_1,CIV,Côte d'Ivoire,CIV.13_1,Yamoussoukro,Autonomous district,2.0
GHA.4_1,GHA,Ghana,GHA.4_1,Eastern,Region,2.2
BEN.3_1,BEN,Benin,BEN.3_1,Atlantique,Department,3.0
NGA.14_1,NGA,Nigeria,NGA.14_1,Enugu,State,2.0
NGA.11_1,NGA,Nigeria,NGA.11_1,Ebonyi,State,2.0
NGA.9_1,NGA,Nigeria,NGA.9_1,Cross River,State,2.0
CMR.6_1,CMR,Cameroon,CMR.6_1,Nord-Ouest,Region,2.0
SSD.10_1,SSD,South Sudan,SSD.10_1,West Equatoria,State,2.0
LKA.23_1,LKA,Sri Lanka,LKA.23_1,Ratnapura,District,2.0
THA.38_1,THA,Thailand,THA.38_1,Pattani,Province,2.0
PHL.72_1,PHL,Philippines,PHL.72_1,Sultan Kudarat,Province,2.0
COL.32_1,COL,Colombia,COL.32_1,Vichada,Commissiary,2.0
GUY.3_1,GUY,Guyana,GUY.3_1,Demerara-Mahaica,Region,2.0
GUY.6_1,GUY,Guyana,GUY.6_1,Mahaica-Berbice,Region,2.0
LBR.5_1,LBR,Liberia,LBR.5_1,GrandBassa,County,2.0
LBR.13_1,LBR,Liberia,LBR.13_1,River Cess,County,2.0
LBR.6_1,LBR,Liberia,LBR.6_1,GrandGedeh,County,2.0
CIV.5_1,CIV,Côte d'Ivoire,CIV.5_1,Gôh-Djiboua,District,2.1666666666666665
CIV.7_1,CIV,Côte d'Ivoire,CIV.7_1,Lagunes,District,2.5
GHA.10_1,GHA,Ghana,GHA.10_1,Western,Region,2.2857142857142856
TGO.3_1,TGO,Togo,TGO.3_1,Maritime,Region,3.0
NGA.10_1,NGA,Nigeria,NGA.10_1,Delta,State,2.0
NGA.4_1,NGA,Nigeria,NGA.4_1,Anambra,State,2.0
CMR.9_1,CMR,Cameroon,CMR.9_1,Sud-Ouest,Region,2.0
CMR.8_1,CMR,Cameroon,CMR.8_1,Ouest,Region,2.0
CAF.11_1,CAF,Central African Republic,CAF.11_1,Nana-Mambéré,Prefecture,2.0
CAF.6_1,CAF,Central African Republic,CAF.6_1,Kémo,Prefecture,2.0
CAF.9_1,CAF,Central African Republic,CAF.9_1,Mbomou,Prefecture,2.0
LKA.6_1,LKA,Sri Lanka,LKA.6_1,Galle,District,2.0
LKA.8_1,LKA,Sri Lanka,LKA.8_1,Hambantota,District,2.5
MYS.2_1,MYS,Malaysia,MYS.2_1,Kedah,State,2.0
THA.76_1,THA,Thailand,THA.76_1,Yala,Province,2.0
THA.33_1,THA,Thailand,THA.33_1,Narathiwat,Province,2.0
PHL.70_1,PHL,Philippines,PHL.70_1,South Cotabato,Province,2.0
COL.9_1,COL,Colombia,COL.9_1,Casanare,Intendancy,2.0
VEN.1_1,VEN,Venezuela,VEN.1_1,Amazonas,State,2.0
GUY.9_1,GUY,Guyana,GUY.9_1,Upper Demerara-Berbice,Region,2.0
GUY.4_1,GUY,Guyana,GUY.4_1,East Berbice-Corentyne,Region,2.0
SUR.5_1,SUR,Suriname,SUR.5_1,Nickerie,District,2.0
SUR.3_1,SUR,Suriname,SUR.3_1,Coronie,District,2.0
SUR.8_1,SUR,Suriname,SUR.8_1,Saramacca,District,2.0
SUR.10_1,SUR,Suriname,SUR.10_1,Wanica,District,2.0
SUR.2_1,SUR,Suriname,SUR.2_1,Commewijne,District,2.0
SUR.4_1,SUR,Suriname,SUR.4_1,Marowijne,District,2.0
CIV.2_1,CIV,Côte d'Ivoire,CIV.2_1,Bas-Sassandra,District,2.0
GHA.3_1,GHA,Ghana,GHA.3_1,Central,Region,2.6666666666666665
GHA.5_1,GHA,Ghana,GHA.5_1,Greater Accra,Region,3.0
NGA.17_1,NGA,Nigeria,NGA.17_1,Imo,State,2.0
NGA.1_1,NGA,Nigeria,NGA.1_1,Abia,State,2.0
CMR.2_1,CMR,Cameroon,CMR.2_1,Centre,Region,2.0
CMR.3_1,CMR,Cameroon,CMR.3_1,Est,Region,2.0
CAF.12_1,CAF,Central African Republic,CAF.12_1,Ombella-M'Poko,Prefecture,2.0
SSD.1_1,SSD,South Sudan,SSD.1_1,Central Equatoria,State,2.0
SSD.2_1,SSD,South Sudan,SSD.2_1,Eastern Equatoria,State,1.96
MYS.3_1,MYS,Malaysia,MYS.3_1,Kelantan,State,2.0
PHL.67_1,PHL,Philippines,PHL.67_1,Sarangani,Province,2.0
COL.25_1,COL,Colombia,COL.25_1,Risaralda,Department,2.0
COL.7_1,COL,Colombia,COL.7_1,Caldas,Department,2.0
COL.14_1,COL,Colombia,COL.14_1,Cundinamarca,Department,2.0
GUY.8_1,GUY,Guyana,GUY.8_1,Potaro-Siparuni,Region,2.0
SUR.9_1,SUR,Suriname,SUR.9_1,Sipaliwini,District,2.0
SUR.6_1,SUR,Suriname,SUR.6_1,Para,District,2.0
SUR.1_1,SUR,Suriname,SUR.1_1,Brokopondo,District,2.0
GUF.2_1,GUF,French Guiana,GUF.2_1,Saint-Laurent-du-Maroni,Arrondissement,2.0
GUF.1_1,GUF,French Guiana,GUF.1_1,Cayenne,Arrondissement,2.0
LBR.15_1,LBR,Liberia,LBR.15_1,Sinoe,County,2.0
LBR.14_1,LBR,Liberia,LBR.14_1,River Gee,County,2.0
NGA.33_1,NGA,Nigeria,NGA.33_1,Rivers,State,2.0
NGA.3_1,NGA,Nigeria,NGA.3_1,Akwa Ibom,State,2.0
CMR.5_1,CMR,Cameroon,CMR.5_1,Littoral,Region,2.0
CAF.8_1,CAF,Central African Republic,CAF.8_1,Mambéré-Kadéï,Prefecture,2.0
CAF.3_1,CAF,Central African Republic,CAF.3_1,Basse-Kotto,Prefecture,2.0
IDN.1_1,IDN,Indonesia,IDN.1_1,Aceh,Province,1.9
MYS.9_1,MYS,Malaysia,MYS.9_1,Perak,State,2.0
MYS.16_1,MYS,Malaysia,MYS.16_1,Trengganu,State,2.0
COL.30_1,COL,Colombia,COL.30_1,Valle del Cauca,Department,2.0
COL.29_1,COL,Colombia,COL.29_1,Tolima,Department,2.0
COL.20_1,COL,Colombia,COL.20_1,Meta,Department,2.0
BRA.23_1,BRA,Brazil,BRA.23_1,Roraima,State,2.164383561643836
LBR.7_1,LBR,Liberia,LBR.7_1,GrandKru,County,2.0
LBR.10_1,LBR,Liberia,LBR.10_1,Maryland,County,2.0
NGA.6_1,NGA,Nigeria,NGA.6_1,Bayelsa,State,2.0
CAF.7_1,CAF,Central African Republic,CAF.7_1,Lobaye,Prefecture,2.0
COD.20_1,COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi,Province,2.0
COD.1_1,COD,Democratic Republic of the Congo,COD.1_1,Bas-Uélé,Province,2.0
COD.5_1,COD,Democratic Republic of the Congo,COD.5_1,Haut-Uélé,Province,2.0
KEN.43_1,KEN,Kenya,KEN.43_1,Turkana,County,1.2
SOM.2_1,SOM,Somalia,SOM.2_1,Bakool,Region,2.75
SOM.8_1,SOM,Somalia,SOM.8_1,Hiiraan,Region,1.3333333333333333
BRN.4_1,BRN,Brunei,BRN.4_1,Tutong,District,2.0
BRN.3_1,BRN,Brunei,BRN.3_1,Temburong,District,2.0
COL.24_1,COL,Colombia,COL.24_1,Quindío,Department,2.0
GUY.10_1,GUY,Guyana,GUY.10_1,Upper Takutu-Upper Essequibo,Region,2.2941176470588234
COD.23_1,COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi,Province,1.7777777777777777
KEN.25_1,KEN,Kenya,KEN.25_1,Marsabit,County,1.8333333333333333
KEN.24_1,KEN,Kenya,KEN.24_1,Mandera,County,2.75
MYS.8_1,MYS,Malaysia,MYS.8_1,Pahang,State,2.0
MYS.14_1,MYS,Malaysia,MYS.14_1,Sarawak,State,2.0
BRN.1_1,BRN,Brunei,BRN.1_1,Belait,District,2.0
IDN.15_1,IDN,Indonesia,IDN.15_1,Kalimantan Timur,Province,1.9682539682539681
COL.15_1,COL,Colombia,COL.15_1,Guainía,Commissiary,2.0
BRA.3_1,BRA,Brazil,BRA.3_1,Amapá,State,1.9583333333333333
GNQ.2_1,GNQ,Equatorial Guinea,GNQ.2_1,Bioko Norte,Province,0.0
CAF.16_1,CAF,Central African Republic,CAF.16_1,Sangha-Mbaéré,Economic Prefecture,2.0
UGA.58_1,UGA,Uganda,UGA.58_1,Yumbe,District,2.0
UGA.41_1,UGA,Uganda,UGA.41_1,Moyo,District,2.0
UGA.27_1,UGA,Uganda,UGA.27_1,Kitgum,District,2.0
UGA.28_1,UGA,Uganda,UGA.28_1,Kotido,District,2.3333333333333335
SOM.7_1,SOM,Somalia,SOM.7_1,Gedo,Region,1.8571428571428572
SOM.5_1,SOM,Somalia,SOM.5_1,Bay,Region,3.0
IDN.32_1,IDN,Indonesia,IDN.32_1,Sumatera Utara,Province,2.0
COL.10_1,COL,Colombia,COL.10_1,Cauca,Department,2.0
COL.17_1,COL,Colombia,COL.17_1,Huila,Department,2.0
CMR.10_1,CMR,Cameroon,CMR.10_1,Sud,Region,2.0
COG.7_1,COG,Republic of Congo,COG.7_1,Likouala,Region,2.0
COD.6_1,COD,Democratic Republic of the Congo,COD.6_1,Ituri,Province,2.0
UGA.3_1,UGA,Uganda,UGA.3_1,Arua,District,2.0
UGA.1_1,UGA,Uganda,UGA.1_1,Adjumani,District,2.0
UGA.8_1,UGA,Uganda,UGA.8_1,Gulu,District,2.0
KEN.46_1,KEN,Kenya,KEN.46_1,Wajir,County,1.736842105263158
SOM.15_1,SOM,Somalia,SOM.15_1,Shabeellaha Hoose,Region,2.1
SOM.14_1,SOM,Somalia,SOM.14_1,Shabeellaha Dhexe,Region,1.0
MYS.15_1,MYS,Malaysia,MYS.15_1,Selangor,State,2.0
IDN.16_1,IDN,Indonesia,IDN.16_1,Kepulauan Riau,Province,0.0
COL.8_1,COL,Colombia,COL.8_1,Caquetá,Intendancy,2.0
COL.16_1,COL,Colombia,COL.16_1,Guaviare,Commissiary,2.0
COD.18_1,COD,Democratic Republic of the Congo,COD.18_1,Mongala,Province,2.0
UGA.49_1,UGA,Uganda,UGA.49_1,Pader,District,2.0
UGA.40_1,UGA,Uganda,UGA.40_1,Moroto,District,2.3333333333333335
MYS.7_1,MYS,Malaysia,MYS.7_1,Negeri Sembilan,State,2.0
MYS.1_1,MYS,Malaysia,MYS.1_1,Johor,State,2.0
COL.21_1,COL,Colombia,COL.21_1,Nariño,Department,2.0
BRA.14_1,BRA,Brazil,BRA.14_1,Pará,State,1.9852579852579852
GAB.9_1,GAB,Gabon,GAB.9_1,Wouleu-Ntem,Province,2.0
COG.12_1,COG,Republic of Congo,COG.12_1,Sangha,Region,2.0
COD.25_1,COD,Democratic Republic of the Congo,COD.25_1,Tshopo,Province,2.0
UGA.47_1,UGA,Uganda,UGA.47_1,Nebbi,District,2.0
UGA.36_1,UGA,Uganda,UGA.36_1,Masindi,District,2.0
UGA.2_1,UGA,Uganda,UGA.2_1,Apac,District,2.0
UGA.33_1,UGA,Uganda,UGA.33_1,Lira,District,2.0
UGA.22_1,UGA,Uganda,UGA.22_1,Katakwi,District,2.0
KEN.47_1,KEN,Kenya,KEN.47_1,West Pokot,County,2.3333333333333335
KEN.37_1,KEN,Kenya,KEN.37_1,Samburu,County,2.7142857142857144
IDN.24_1,IDN,Indonesia,IDN.24_1,Riau,Province,1.9285714285714286
MYS.6_1,MYS,Malaysia,MYS.6_1,Melaka,State,2.0
IDN.18_1,IDN,Indonesia,IDN.18_1,Maluku Utara,Province,1.3333333333333333
COL.31_1,COL,Colombia,COL.31_1,Vaupés,Commissiary,2.0
BRA.4_1,BRA,Brazil,BRA.4_1,Amazonas,State,2.0
GNQ.6_1,GNQ,Equatorial Guinea,GNQ.6_1,Litoral,Province,2.0
GNQ.4_1,GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,Province,2.0
GNQ.7_1,GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,Province,2.0
GNQ.5_1,GNQ,Equatorial Guinea,GNQ.5_1,Kié-Ntem,Province,2.0
COD.2_1,COD,Democratic Republic of the Congo,COD.2_1,Équateur,Province,1.8181818181818181
UGA.31_1,UGA,Uganda,UGA.31_1,Lake Albert,Water body,2.0
UGA.14_1,UGA,Uganda,UGA.14_1,Kaberamaido,District,2.0
UGA.55_1,UGA,Uganda,UGA.55_1,Soroti,District,2.0
UGA.45_1,UGA,Uganda,UGA.45_1,Nakapiripirit,District,2.0
KEN.9_1,KEN,Kenya,KEN.9_1,Isiolo,County,3.0
SOM.9_1,SOM,Somalia,SOM.9_1,Jubbada Dhexe,Region,1.4
ECU.8_1,ECU,Ecuador,ECU.8_1,Esmeraldas,Province,2.25
COL.23_1,COL,Colombia,COL.23_1,Putumayo,Intendancy,2.0
GAB.6_1,GAB,Gabon,GAB.6_1,Ogooué-Ivindo,Province,2.0
COD.26_1,COD,Democratic Republic of the Congo,COD.26_1,Tshuapa,Province,2.0
UGA.9_1,UGA,Uganda,UGA.9_1,Hoima,District,2.0
UGA.25_1,UGA,Uganda,UGA.25_1,Kiboga,District,2.0
UGA.34_1,UGA,Uganda,UGA.34_1,Luwero,District,2.3333333333333335
UGA.46_1,UGA,Uganda,UGA.46_1,Nakasongola,District,2.0
UGA.17_1,UGA,Uganda,UGA.17_1,Kamuli,District,2.0
UGA.50_1,UGA,Uganda,UGA.50_1,Pallisa,District,2.0
UGA.54_1,UGA,Uganda,UGA.54_1,Sironko,District,2.0
UGA.20_1,UGA,Uganda,UGA.20_1,Kapchorwa,District,2.0
KEN.1_1,KEN,Kenya,KEN.1_1,Baringo,County,3.0
SOM.10_1,SOM,Somalia,SOM.10_1,Jubbada Hoose,Region,1.2
IDN.12_1,IDN,Indonesia,IDN.12_1,Kalimantan Barat,Province,1.9591836734693877
IDN.29_1,IDN,Indonesia,IDN.29_1,Sulawesi Utara,Province,2.0
ECU.11_1,ECU,Ecuador,ECU.11_1,Imbabura,Province,2.0
ECU.4_1,ECU,Ecuador,ECU.4_1,Carchi,Province,3.0
GAB.1_1,GAB,Gabon,GAB.1_1,Estuaire,Province,2.0
COG.3_1,COG,Republic of Congo,COG.3_1,Cuvette-Ouest,Region,2.0
COD.19_1,COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu,Province,2.0
UGA.13_1,UGA,Uganda,UGA.13_1,Kabarole,District,2.0
UGA.30_1,UGA,Uganda,UGA.30_1,Kyenjojo,District,2.0
UGA.24_1,UGA,Uganda,UGA.24_1,Kibale,District,3.0
