growing_period,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
16,PNG,Papua New Guinea,PNG.1_1,Bougainville,Autonomous Region
7.25,BRA,Brazil,BRA.15_1,Paraíba,State
9.818181818,AGO,Angola,AGO.18_1,Zaire,Province
10.05263158,AGO,Angola,AGO.17_1,Uíge,Province
9.514285714,COD,Democratic Republic of the Congo,COD.4_1,Haut-Lomami,Province
8.692307692,TZA,Tanzania,TZA.14_1,Morogoro,Region
9.3,TZA,Tanzania,TZA.20_1,Pwani,Region
8,TZA,Tanzania,TZA.30_1,Zanzibar West,Region
14.25,IDN,Indonesia,IDN.4_1,Banten,Province
14,IDN,Indonesia,IDN.7_1,Jakarta Raya,Province
12.91666667,IDN,Indonesia,IDN.9_1,Jawa Barat,Province
16,PNG,Papua New Guinea,PNG.19_1,Southern Highlands,Province
15.33333333,PNG,Papua New Guinea,PNG.3_1,Chimbu,Province
14.5,PNG,Papua New Guinea,PNG.6_1,Eastern Highlands,Province
15.11111111,PNG,Papua New Guinea,PNG.14_1,Morobe,Province
15.83333333,PNG,Papua New Guinea,PNG.8_1,Gulf,Province
3,PER,Peru,PER.13_1,La Libertad,Region
10.11111111,AGO,Angola,AGO.12_1,Lunda Norte,Province
8,TZA,Tanzania,TZA.21_1,Rukwa,Region
7.380952381,TZA,Tanzania,TZA.13_1,Mbeya,Region
7.416666667,TZA,Tanzania,TZA.5_1,Iringa,Region
11,IDN,Indonesia,IDN.11_1,Jawa Timur,Province
16,SLB,Solomon Islands,SLB.2_1,Choiseul,Province
14.75,PER,Peru,PER.26_1,Ucayali,Region
13.82,BRA,Brazil,BRA.1_1,Acre,State
10.58415842,BRA,Brazil,BRA.12_1,Mato Grosso,State
6.787878788,BRA,Brazil,BRA.17_1,Pernambuco,State
6.538461538,AGO,Angola,AGO.1_1,Bengo,Province
9.785714286,AGO,Angola,AGO.14_1,Malanje,Province
8.377777778,COD,Democratic Republic of the Congo,COD.3_1,Haut-Katanga,Province
11,IDN,Indonesia,IDN.33_1,Yogyakarta,Province
16,SLB,Solomon Islands,SLB.10_1,Western,Province
16,SLB,Solomon Islands,SLB.5_1,Isabel,Province
4.153846154,PER,Peru,PER.2_1,Ancash,Region
11.11392405,BRA,Brazil,BRA.22_1,Rondônia,State
9.375,AGO,Angola,AGO.6_1,Cuanza Norte,Province
9.111111111,COD,Democratic Republic of the Congo,COD.15_1,Lualaba,Province
9,TZA,Tanzania,TZA.10_1,Lindi,Region
11.5,IDN,Indonesia,IDN.2_1,Bali,Province
9.8,IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,Province
9.066666667,IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,Province
14.33333333,PNG,Papua New Guinea,PNG.2_1,Central,Province
15.16666667,PNG,Papua New Guinea,PNG.17_1,Oro,Province
9.833333333,PER,Peru,PER.10_1,Huánuco,Region
8.543010753,BRA,Brazil,BRA.5_1,Bahia,State
9.222222222,AGO,Angola,AGO.13_1,Lunda Sul,Province
8.352941176,ZMB,Zambia,ZMB.4_1,Luapula,Province
8.28,ZMB,Zambia,ZMB.8_1,Northern,Province
8.166666667,TZA,Tanzania,TZA.17_1,Njombe,Region
9,TLS,Timor-Leste,TLS.8_1,Ermera,District
9,TLS,Timor-Leste,TLS.1_1,Aileu,District
10,TLS,Timor-Leste,TLS.13_1,Viqueque,District
10,TLS,Timor-Leste,TLS.9_1,Lautém,District
16,SLB,Solomon Islands,SLB.7_1,Malaita,Province
8.5,BRA,Brazil,BRA.2_1,Alagoas,State
8,TLS,Timor-Leste,TLS.3_1,Ambeno,District
8,TLS,Timor-Leste,TLS.6_1,Covalima,District
14.8,PNG,Papua New Guinea,PNG.13_1,Milne Bay,Province
11.75,PER,Peru,PER.20_1,Pasco,Region
8.25,BRA,Brazil,BRA.26_1,Sergipe,State
7.714285714,ZMB,Zambia,ZMB.6_1,Muchinga,Province
8,MWI,Malawi,MWI.8_1,Karonga,District
8.166666667,TZA,Tanzania,TZA.22_1,Ruvuma,Region
15,SLB,Solomon Islands,SLB.3_1,Guadalcanal, 
14.66666667,PER,Peru,PER.18_1,Madre de Dios,Region
11.57894737,BOL,Bolivia,BOL.6_1,Pando,Department
9.411764706,AGO,Angola,AGO.7_1,Cuanza Sul,Province
8,MWI,Malawi,MWI.5_1,Chitipa,District
8,TZA,Tanzania,TZA.15_1,Mtwara,Region
16,SLB,Solomon Islands,SLB.6_1,Makira Ulawa,Province
3.083333333,PER,Peru,PER.16_1,Lima,Region
10.6,PER,Peru,PER.12_1,Junín,Region
11.21333333,BOL,Bolivia,BOL.3_1,El Beni,Department
9.166666667,AGO,Angola,AGO.3_1,Bié,Province
8.318181818,AGO,Angola,AGO.15_1,Moxico,Province
9,MWI,Malawi,MWI.25_1,Rumphi,District
7.807692308,MOZ,Mozambique,MOZ.1_1,Cabo Delgado,Province
8.219512195,ZMB,Zambia,ZMB.7_1,North-Western,Province
8,MWI,Malawi,MWI.17_1,Mzimba,District
9.25,MWI,Malawi,MWI.19_1,Nkhata Bay,District
2.984946237,AUS,Australia,AUS.6_1,Northern Territory,Territory
3.47454844,AUS,Australia,AUS.7_1,Queensland,State
9.136363636,PER,Peru,PER.8_1,Cusco,Region
9.454545455,AGO,Angola,AGO.9_1,Huambo,Province
7,ZMB,Zambia,ZMB.3_1,Eastern,Province
7.88372093,MOZ,Mozambique,MOZ.8_1,Nassa,Province
8,COM,Comoros,COM.2_1,Njazídja,Autonomous Island
1,PER,Peru,PER.15_1,Lima Province,Province
3.5,PER,Peru,PER.9_1,Huancavelica,Region
9.666666667,BOL,Bolivia,BOL.4_1,La Paz,Department
6.928571429,AGO,Angola,AGO.2_1,Benguela,Province
7.125,ZMB,Zambia,ZMB.1_1,Central,Province
12.33333333,MDG,Madagascar,MDG.2_1,Antsiranana,Autonomous Province
4.133333333,PER,Peru,PER.5_1,Ayacucho,Region
8,ZMB,Zambia,ZMB.2_1,Copperbelt,Province
7.333333333,MWI,Malawi,MWI.9_1,Kasungu,District
8,MWI,Malawi,MWI.20_1,Nkhotakota,District
1.428571429,PER,Peru,PER.11_1,Ica,Region
5.428571429,PER,Peru,PER.3_1,Apurímac,Region
8.615384615,PER,Peru,PER.22_1,Puno,Region
10.14782609,BRA,Brazil,BRA.9_1,Goiás,State
7,MWI,Malawi,MWI.23_1,Ntchisi,District
0,WSM,Samoa,WSM.4_1,Fa'asaleleaga,District
8.644628099,BOL,Bolivia,BOL.8_1,Santa Cruz,Department
3.1875,AGO,Angola,AGO.16_1,Namibe,Province
7.785714286,AGO,Angola,AGO.10_1,Huíla,Province
6.955882353,AGO,Angola,AGO.5_1,Cuando Cubango,Province
6.863636364,ZMB,Zambia,ZMB.10_1,Western,Province
7,MWI,Malawi,MWI.14_1,Mchinji,District
7,MWI,Malawi,MWI.11_1,Lilongwe,District
7,MWI,Malawi,MWI.7_1,Dowa,District
7,MWI,Malawi,MWI.6_1,Dedza,District
7.851851852,MOZ,Mozambique,MOZ.7_1,Nampula,Province
6.757575758,MOZ,Mozambique,MOZ.10_1,Tete,Province
7,MWI,Malawi,MWI.13_1,Mangochi,District
9.28,MDG,Madagascar,MDG.4_1,Mahajanga,Autonomous Province
2.354874042,AUS,Australia,AUS.11_1,Western Australia,State
2.45,PER,Peru,PER.4_1,Arequipa,Region
9.985294118,BRA,Brazil,BRA.13_1,Minas Gerais,State
7,ZMB,Zambia,ZMB.5_1,Lusaka,Province
7,MWI,Malawi,MWI.22_1,Ntcheu,District
7,MWI,Malawi,MWI.12_1,Machinga,District
6.035714286,AGO,Angola,AGO.8_1,Cunene,Province
7,MWI,Malawi,MWI.18_1,Neno,District
8,MWI,Malawi,MWI.28_1,Zomba,District
9.878787879,MOZ,Mozambique,MOZ.11_1,Zambezia,Province
14.68,MDG,Madagascar,MDG.5_1,Toamasina,Autonomous Province
16,VUT,Vanuatu,VUT.3_1,Sanma,Province
10,BRA,Brazil,BRA.7_1,Distrito Federal,Federal District
6.555555556,ZMB,Zambia,ZMB.9_1,Southern,Province
6.526315789,ZWE,Zimbabwe,ZWE.6_1,Mashonaland West,Province
7,MWI,Malawi,MWI.2_1,Blantyre,District
9,MWI,Malawi,MWI.4_1,Chiradzulu,District
10,MWI,Malawi,MWI.24_1,Phalombe,District
2.833333333,PER,Peru,PER.19_1,Moquegua,Region
8.647058824,BOL,Bolivia,BOL.2_1,Cochabamba,Department
6.5,ZWE,Zimbabwe,ZWE.4_1,Mashonaland Central,Province
7,MWI,Malawi,MWI.3_1,Chikwawa,District
9,MWI,Malawi,MWI.27_1,Thyolo,District
15,FJI,Fiji,FJI.3_1,Northern,Division
7,ZWE,Zimbabwe,ZWE.5_1,Mashonaland East,Province
7.285714286,MOZ,Mozambique,MOZ.4_1,Manica,Province
8,MWI,Malawi,MWI.21_1,Nsanje,District
16,VUT,Vanuatu,VUT.4_1,Shefa,Province
1.5,PER,Peru,PER.24_1,Tacna,Region
11.97560976,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,State
2.564102564,NAM,Namibia,NAM.6_1,Kunene,Region
5.48,ZWE,Zimbabwe,ZWE.8_1,Matabeleland North,Province
5.944444444,ZWE,Zimbabwe,ZWE.10_1,Midlands,Province
8.869565217,MOZ,Mozambique,MOZ.9_1,Sofala,Province
0,PYF,French Polynesia,PYF.2_1,Îles du Vent,Administrative subdivisions
1.333333333,CHL,Chile,CHL.4_1,Arica y Parinacota,Region
2.222222222,BOL,Bolivia,BOL.5_1,Oruro,Department
4.285714286,NAM,Namibia,NAM.9_1,Omusati,Region
4.25,NAM,Namibia,NAM.10_1,Oshana,Region
5,NAM,Namibia,NAM.7_1,Ohangwena,Region
4.9375,NAM,Namibia,NAM.4_1,Kavango,Region
5.8,NAM,Namibia,NAM.13_1,Zambezi,Region
7.538461538,ZWE,Zimbabwe,ZWE.3_1,Manicaland,Province
9.421052632,MDG,Madagascar,MDG.1_1,Antananarivo,Autonomous Province
16,FJI,Fiji,FJI.5_1,Western,Division
16,FJI,Fiji,FJI.1_1,Central,Division
1.923076923,BOL,Bolivia,BOL.7_1,Potosí,Department
12.0625,BRA,Brazil,BRA.8_1,Espírito Santo,State
4.454545455,NAM,Namibia,NAM.11_1,Oshikoto,Region
4.289473684,BWA,Botswana,BWA.12_1,North-West,District
5.428571429,BWA,Botswana,BWA.2_1,Chobe,District
8.13559322,MDG,Madagascar,MDG.6_1,Toliary,Autonomous Province
5.789473684,BOL,Bolivia,BOL.1_1,Chuquisaca,Department
16,VUT,Vanuatu,VUT.5_1,Tafea,Province
1,CHL,Chile,CHL.15_1,Tarapacá,Region
4,NAM,Namibia,NAM.12_1,Otjozondjupa,Region
2.705882353,BWA,Botswana,BWA.1_1,Central,District
6.76,PRY,Paraguay,PRY.1_1,Alto Paraguay,Department
3.736842105,ZWE,Zimbabwe,ZWE.9_1,Matabeleland South,Province
5.157894737,ZWE,Zimbabwe,ZWE.7_1,Masvingo,Province
3.833333333,PRY,Paraguay,PRY.5_1,Boquerón,Department
13.09411765,BRA,Brazil,BRA.25_1,São Paulo,State
11.14705882,MDG,Madagascar,MDG.3_1,Fianarantsoa,Autonomous Province
0,MUS,Mauritius,MUS.3_1,Flacq,District
1.347826087,NAM,Namibia,NAM.2_1,Erongo,Region
2.586206897,NAM,Namibia,NAM.8_1,Omaheke,Region
4.5,BWA,Botswana,BWA.11_1,North-East,District
14,NCL,New Caledonia,NCL.2_1,Nord,Province
14,NCL,New Caledonia,NCL.1_1,Îles Loyauté,Province
1,CHL,Chile,CHL.2_1,Antofagasta,Region
6.416666667,BOL,Bolivia,BOL.9_1,Tarija,Department
12.2,BRA,Brazil,BRA.19_1,Rio de Janeiro,State
1.733333333,BWA,Botswana,BWA.5_1,Ghanzi,District
7.875,MOZ,Mozambique,MOZ.3_1,Inhambane,Province
0,REU,Reunion,REU.4_1,Saint-Pierre,Arrondissement
5.62962963,MOZ,Mozambique,MOZ.2_1,Gaza,Province
14,NCL,New Caledonia,NCL.3_1,Sud,Province
5,ARG,Argentina,ARG.10_1,Jujuy,Province
5.690909091,ARG,Argentina,ARG.17_1,Salta,Province
9.592592593,PRY,Paraguay,PRY.17_1,Presidente Hayes,Department
12.375,PRY,Paraguay,PRY.10_1,Concepción,Department
13.6,PRY,Paraguay,PRY.3_1,Amambay,Department
2.071428571,NAM,Namibia,NAM.5_1,Khomas,Region
4.363636364,ZAF,South Africa,ZAF.5_1,Limpopo,Province
9.413793103,ARG,Argentina,ARG.9_1,Formosa,Province
15.13513514,BRA,Brazil,BRA.16_1,Paraná,State
13.875,PRY,Paraguay,PRY.18_1,San Pedro,Department
14.8,PRY,Paraguay,PRY.8_1,Canindeyú,Department
1,NAM,Namibia,NAM.3_1,Hardap,Region
1,BWA,Botswana,BWA.7_1,Kgalagadi,District
1.6,BWA,Botswana,BWA.9_1,Kweneng,District
2.333333333,BWA,Botswana,BWA.8_1,Kgatleng,District
9.848484848,ARG,Argentina,ARG.3_1,Chaco,Province
2.25,BWA,Botswana,BWA.15_1,Southern,District
7.366666667,ZAF,South Africa,ZAF.6_1,Mpumalanga,Province
6.2,MOZ,Mozambique,MOZ.6_1,Maputo,Province
15,PRY,Paraguay,PRY.2_1,Alto Paraná,Department
4,BWA,Botswana,BWA.14_1,South-East,District
4.58974359,ZAF,South Africa,ZAF.7_1,North West,Province
2.526315789,ARG,Argentina,ARG.2_1,Catamarca,Province
14,PRY,Paraguay,PRY.11_1,Cordillera,Department
14.5,PRY,Paraguay,PRY.6_1,Caaguazú,Department
1,NAM,Namibia,NAM.1_1,!Karas,Region
1.384057971,ZAF,South Africa,ZAF.8_1,Northern Cape,Province
1,CHL,Chile,CHL.5_1,Atacama,Region
6.018518519,ARG,Argentina,ARG.22_1,Santiago del Estero,Province
14,PRY,Paraguay,PRY.9_1,Central,Department
14,PRY,Paraguay,PRY.16_1,Paraguarí,Department
14,PRY,Paraguay,PRY.12_1,Guairá,Department
14.33333333,PRY,Paraguay,PRY.7_1,Caazapá,Department
14.81818182,ARG,Argentina,ARG.14_1,Misiones,Province
7.666666667,ZAF,South Africa,ZAF.3_1,Gauteng,Province
7.111111111,ARG,Argentina,ARG.24_1,Tucumán,Province
14,PRY,Paraguay,PRY.15_1,Ñeembucú,Department
14.28571429,PRY,Paraguay,PRY.13_1,Itapúa,Department
15.57142857,BRA,Brazil,BRA.24_1,Santa Catarina,State
11,SWZ,Swaziland,SWZ.1_1,Hhohho,District
6,SWZ,Swaziland,SWZ.2_1,Lubombo,District
1.872628726,AUS,Australia,AUS.8_1,South Australia,State
14,PRY,Paraguay,PRY.14_1,Misiones,Department
9,SWZ,Swaziland,SWZ.3_1,Manzini,District
14.44444444,BRA,Brazil,BRA.21_1,Rio Grande do Sul,State
5.222222222,ZAF,South Africa,ZAF.2_1,Free State,Province
6,SWZ,Swaziland,SWZ.4_1,Shiselweni,District
9.454545455,ZAF,South Africa,ZAF.4_1,KwaZulu-Natal,Province
14,ARG,Argentina,ARG.7_1,Corrientes,Province
1.258064516,ARG,Argentina,ARG.12_1,La Rioja,Province
11.37037037,ARG,Argentina,ARG.21_1,Santa Fe,Province
5.789644013,AUS,Australia,AUS.5_1,New South Wales,State
1.171428571,ARG,Argentina,ARG.18_1,San Juan,Province
9.5,LSO,Lesotho,LSO.2_1,Butha-Buthe,District
3.071428571,CHL,Chile,CHL.7_1,Coquimbo,Region
8,LSO,Lesotho,LSO.1_1,Berea,District
9.5,LSO,Lesotho,LSO.7_1,Mokhotlong,District
7.5,ARG,Argentina,ARG.6_1,Córdoba,Province
6,LSO,Lesotho,LSO.4_1,Mafeteng,District
9,LSO,Lesotho,LSO.5_1,Maseru,District
8,LSO,Lesotho,LSO.10_1,Thaba-Tseka,District
13.68965517,ARG,Argentina,ARG.8_1,Entre Ríos,Province
14,URY,Uruguay,URY.1_1,Artigas,Department
7,LSO,Lesotho,LSO.6_1,Mohale's Hoek,District
8,LSO,Lesotho,LSO.9_1,Quthing,District
5.415384615,ZAF,South Africa,ZAF.1_1,Eastern Cape,Province
14,URY,Uruguay,URY.15_1,Salto,Department
4.020408163,ZAF,South Africa,ZAF.9_1,Western Cape,Province
14,URY,Uruguay,URY.13_1,Rivera,Department
14,URY,Uruguay,URY.11_1,Paysandú,Department
14,URY,Uruguay,URY.18_1,Tacuarembó,Department
5.8,CHL,Chile,CHL.16_1,Valparaíso,Region
1.693548387,ARG,Argentina,ARG.13_1,Mendoza,Province
3.1,ARG,Argentina,ARG.19_1,San Luis,Province
13.75,URY,Uruguay,URY.3_1,Cerro Largo,Department
13.66666667,URY,Uruguay,URY.12_1,Río Negro,Department
14,URY,Uruguay,URY.5_1,Durazno,Department
14,URY,Uruguay,URY.19_1,Treinta y Tres,Department
6,CHL,Chile,CHL.14_1,Región Metropolitana de Santiago,Region
13,URY,Uruguay,URY.17_1,Soriano,Department
14,URY,Uruguay,URY.6_1,Flores,Department
13.75,URY,Uruguay,URY.7_1,Florida,Department
13.75,URY,Uruguay,URY.8_1,Lavalleja,Department
14,URY,Uruguay,URY.14_1,Rocha,Department
10.568,ARG,Argentina,ARG.1_1,Buenos Aires,Province
7.142857143,CHL,Chile,CHL.8_1,Libertador General Bernardo O'Higgins,Region
13,URY,Uruguay,URY.4_1,Colonia,Department
13,URY,Uruguay,URY.16_1,San José,Department
13,URY,Uruguay,URY.2_1,Canelones,Department
13.33333333,URY,Uruguay,URY.9_1,Maldonado,Department
8.318681319,AUS,Australia,AUS.10_1,Victoria,State
7,CHL,Chile,CHL.12_1,Maule,Region
2.703703704,ARG,Argentina,ARG.11_1,La Pampa,Province
15,NZL,New Zealand,NZL.11_1,Northland,Region
8.166666667,CHL,Chile,CHL.13_1,Ñuble,Region
7.9,CHL,Chile,CHL.6_1,Bío-Bío,Region
3.325,ARG,Argentina,ARG.15_1,Neuquén,Province
14.5,NZL,New Zealand,NZL.1_1,Auckland,Region
14.63636364,NZL,New Zealand,NZL.17_1,Waikato,Region
8.785714286,CHL,Chile,CHL.3_1,Araucanía,Region
15,NZL,New Zealand,NZL.2_1,Bay of Plenty,Region
14.5,NZL,New Zealand,NZL.5_1,Gisborne,Region
1.705882353,ARG,Argentina,ARG.16_1,Río Negro,Province
15.5,NZL,New Zealand,NZL.15_1,Taranaki,Region
14.44444444,NZL,New Zealand,NZL.7_1,Manawatu-Wanganui,Region
14,NZL,New Zealand,NZL.6_1,Hawke's Bay,Region
10,CHL,Chile,CHL.10_1,Los Ríos,Region
10.77272727,CHL,Chile,CHL.9_1,Los Lagos,Region
11.89655172,AUS,Australia,AUS.9_1,Tasmania,State
14.2,NZL,New Zealand,NZL.18_1,Wellington,Region
10.75,NZL,New Zealand,NZL.19_1,West Coast,Region
10.66666667,NZL,New Zealand,NZL.16_1,Tasman,Region
11.83333333,NZL,New Zealand,NZL.8_1,Marlborough,Region
2.03030303,ARG,Argentina,ARG.4_1,Chubut,Province
10.19047619,NZL,New Zealand,NZL.3_1,Canterbury,Region
0,NZL,New Zealand,NZL.4_1,Chatham Islands,Territory
8.098039216,CHL,Chile,CHL.1_1,Aisén del General Carlos Ibáñez del Campo,Region
9.571428571,NZL,New Zealand,NZL.12_1,Otago,Region
10.41666667,NZL,New Zealand,NZL.14_1,Southland,Region
1.966666667,ARG,Argentina,ARG.20_1,Santa Cruz,Province
6.382352941,CHL,Chile,CHL.11_1,Magallanes y Antártica Chilena,Region
0,ATF,French Southern Territories,ATF.4_1,Kerguelen,District
6.846153846,ARG,Argentina,ARG.23_1,Tierra del Fuego,National Territory
